BHK,Size,StayFloor,Bathrooms,Furnishing Status,Tenant Type,Area Type,Area Locality,Rent,,City,Point of Contact
1,475,1,1,Unfurnished,Bachelors/Family,Super Area,Nalasopara West,4500,,Mumbai,Contact Owner
2,583,2,2,Unfurnished,Family,Carpet Area,"Oasis, Akurli Nagar",34000,,Mumbai,Contact Agent
2,475,2,2,Unfurnished,Bachelors,Carpet Area,Goregaon West,32000,,Mumbai,Contact Agent
2,900,2,2,Furnished,Family,Carpet Area,Yashodham,50000,,Mumbai,Contact Agent
1,500,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Dattani Park,24000,,Mumbai,Contact Owner
2,806,3,3,Unfurnished,Bachelors/Family,Carpet Area,"Auris Serenity, Malad West",62000,,Mumbai,Contact Agent
1,400,1,1,Furnished,Bachelors/Family,Carpet Area,"Violette Valley, Bandra West",100000,,Mumbai,Contact Agent
1,650,2,2,Semi-Furnished,Bachelors/Family,Super Area,Bhandup West,21000,,Mumbai,Contact Owner
1,550,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Raj Hill, Borivali East",27000,,Mumbai,Contact Owner
1,390,1,1,Unfurnished,Bachelors/Family,Carpet Area,Mira Road East,10000,,Mumbai,Contact Agent
2,994,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Ajmera Treon, Bhakti Park",90000,,Mumbai,Contact Agent
1,520,2,2,Semi-Furnished,Bachelors/Family,Super Area,Virar West,8000,,Mumbai,Contact Owner
1,575,1,1,Semi-Furnished,Family,Carpet Area,Malabar Hill,75000,,Mumbai,Contact Agent
3,2750,3,3,Unfurnished,Bachelors/Family,Carpet Area,"Lodha World Crest, Lower Parel",230000,,Mumbai,Contact Agent
1,470,2,2,Semi-Furnished,Family,Carpet Area,"Man Opus, Mira Road East",15000,,Mumbai,Contact Agent
4,2500,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Khar West,260000,,Mumbai,Contact Agent
3,1100,3,3,Semi-Furnished,Family,Carpet Area,"Lake Homes, Powai",62000,,Mumbai,Contact Agent
1,480,2,2,Furnished,Bachelors/Family,Carpet Area,Yari Road,43500,,Mumbai,Contact Agent
2,750,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Cosmopolis Tower, Andheri West",62000,,Mumbai,Contact Agent
4,2424,5,5,Semi-Furnished,Bachelors/Family,Carpet Area,"Rustomjee Elements, Andheri West",400000,,Mumbai,Contact Agent
2,724,2,2,Semi-Furnished,Bachelors,Carpet Area,"Sethia Grandeur, Bandra East",77500,,Mumbai,Contact Agent
1,600,1,1,Furnished,Bachelors/Family,Carpet Area,Mulund Railway Station,30000,,Mumbai,Contact Owner
3,1076,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Lodha New Cuffe Parade, Wadala East",110000,,Mumbai,Contact Agent
1,800,2,2,Unfurnished,Bachelors/Family,Super Area,in Byculla,20000,,Mumbai,Contact Owner
3,1300,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Seven Bungalows,150000,,Mumbai,Contact Agent
1,500,2,2,Unfurnished,Bachelors/Family,Carpet Area,Bandra West,55000,,Mumbai,Contact Agent
2,700,2,2,Semi-Furnished,Bachelors,Carpet Area,Santacruz West,70000,,Mumbai,Contact Agent
2,700,2,2,Furnished,Bachelors,Carpet Area,Kamla Nagar,65000,,Mumbai,Contact Agent
3,2170,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Omkar 1973, Worli",310000,,Mumbai,Contact Agent
1,225,2,2,Unfurnished,Bachelors,Carpet Area,Worli,18000,,Mumbai,Contact Agent
1,485,2,2,Furnished,Bachelors/Family,Carpet Area,"Kanakia Sevens, Andheri East",48000,,Mumbai,Contact Agent
1,225,1,1,Unfurnished,Bachelors/Family,Super Area,Kanjurmarg East,10000,,Mumbai,Contact Owner
1,478,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Blue Monarch, Marol",32000,,Mumbai,Contact Agent
3,1200,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Ishwardas Bhuvan CHS, Kandivali East",32000,,Mumbai,Contact Owner
2,620,2,2,Semi-Furnished,Family,Carpet Area,Datta Pada,36000,,Mumbai,Contact Agent
1,280,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Suryodaya CHS, Prabhadevi",22000,,Mumbai,Contact Agent
1,385,1,1,Unfurnished,Family,Carpet Area,"Manibhadra Avenue, Morya Nagar",5500,,Mumbai,Contact Agent
3,704,2,2,Unfurnished,Bachelors/Family,Carpet Area,Thane-Kalyan-Dombivli,15000,,Mumbai,Contact Owner
2,710,2,2,Unfurnished,Bachelors/Family,Carpet Area,Anushakti Nagar,40000,,Mumbai,Contact Owner
1,525,1,1,Unfurnished,Bachelors/Family,Super Area,"Balkrishna, Goregaon East",28000,,Mumbai,Contact Owner
1,390,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Mira Road East,11000,,Mumbai,Contact Agent
2,755,2,2,Semi-Furnished,Bachelors,Carpet Area,"Omkar Ananta, Goregaon East",40000,,Mumbai,Contact Agent
2,700,2,2,Unfurnished,Bachelors/Family,Carpet Area,Oshiwara,45000,,Mumbai,Contact Agent
2,1000,3,3,Semi-Furnished,Bachelors,Carpet Area,Bandra West,180000,,Mumbai,Contact Agent
3,2000,3,3,Furnished,Family,Carpet Area,"Flora Heights, Andheri West",160000,,Mumbai,Contact Agent
2,650,2,2,Unfurnished,Family,Carpet Area,Tata Nagar,36000,,Mumbai,Contact Agent
1,470,1,1,Semi-Furnished,Bachelors,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",59000,,Mumbai,Contact Agent
1,450,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"TATA Housing Merwanjee Cama Park, Andheri West",40000,,Mumbai,Contact Agent
2,625,2,2,Semi-Furnished,Bachelors/Family,Super Area,Goregaon West,40000,,Mumbai,Contact Owner
2,700,2,2,Furnished,Bachelors,Carpet Area,Gulmohar Road,72000,,Mumbai,Contact Agent
2,600,2,2,Unfurnished,Family,Carpet Area,"Mindspace, Mindspace",40000,,Mumbai,Contact Agent
2,600,1,1,Unfurnished,Family,Carpet Area,Nerul sector-3,16000,,Mumbai,Contact Owner
2,1100,4,4,Furnished,Bachelors/Family,Super Area,"Magnum Tower CHS, Lokhandwala Complex",50000,,Mumbai,Contact Agent
1,370,1,1,Semi-Furnished,Family,Carpet Area,"Kanakia Sanskruti, Thakur Complex",24000,,Mumbai,Contact Agent
2,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"DB Woods, Gokuldham",65000,,Mumbai,Contact Agent
2,825,2,2,Unfurnished,Bachelors/Family,Super Area,Mulund East,33000,,Mumbai,Contact Owner
2,650,2,2,Unfurnished,Bachelors,Carpet Area,Kandivali West,27000,,Mumbai,Contact Agent
2,750,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Oshiwara,52000,,Mumbai,Contact Agent
3,900,3,3,Semi-Furnished,Family,Carpet Area,"Dosti Flamingo, Sewri",95000,,Mumbai,Contact Agent
2,805,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Auris Serenity, Kanch Pada",68000,,Mumbai,Contact Agent
2,742,2,2,Unfurnished,Family,Carpet Area,"Runwal Forests, Kanjurmarg West",48000,,Mumbai,Contact Agent
2,550,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Shiv Ganga Apartment, Malad West",32000,,Mumbai,Contact Agent
2,745,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",42000,,Mumbai,Contact Agent
2,800,2,2,Furnished,Family,Carpet Area,"Kenmore Apartment, Lokhandwala Complex",60000,,Mumbai,Contact Agent
3,1265,3,3,Unfurnished,Family,Carpet Area,"Ambrosia Apartment, Borivali East",51500,,Mumbai,Contact Agent
3,1800,3,3,Unfurnished,Bachelors/Family,Super Area,Lokhandwala Complex,130000,,Mumbai,Contact Agent
1,325,1,1,Furnished,Bachelors/Family,Carpet Area,"Mahalaxmi CHS, Worli",25000,,Mumbai,Contact Agent
2,902,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Lodha Fiorenza, Goregaon East",85000,,Mumbai,Contact Agent
3,1233,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Auris Serenity, Kanch Pada",98000,,Mumbai,Contact Agent
2,750,2,2,Furnished,Bachelors/Family,Super Area,Peddar Road,100000,,Mumbai,Contact Owner
2,600,2,2,Unfurnished,Bachelors,Carpet Area,"Platinum Prive, Andheri West",65000,,Mumbai,Contact Agent
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Chembur,23000,,Mumbai,Contact Agent
2,600,2,2,Unfurnished,Bachelors/Family,Carpet Area,Tilak Nagar - Harbour Line,40000,,Mumbai,Contact Agent
3,950,3,3,Unfurnished,Bachelors/Family,Carpet Area,IC Colony,45000,,Mumbai,Contact Agent
1,680,4,4,Furnished,Bachelors/Family,Super Area,"Ballerina Apartment, Lokhandwala Complex",40000,,Mumbai,Contact Agent
1,400,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",23500,,Mumbai,Contact Agent
4,2120,5,5,Furnished,Bachelors/Family,Carpet Area,"Lodha Marquise, Worli Sea Face",250000,,Mumbai,Contact Agent
3,1350,4,4,Semi-Furnished,Bachelors,Carpet Area,"Atur Park, Chembur",110000,,Mumbai,Contact Agent
3,1600,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,JVPD Scheme,150000,,Mumbai,Contact Agent
1,430,1,1,Unfurnished,Family,Carpet Area,Thakur Complex,22000,,Mumbai,Contact Agent
4,1937,5,5,Semi-Furnished,Bachelors/Family,Carpet Area,"Raj Grandeur, Powai",150000,,Mumbai,Contact Agent
2,700,3,3,Semi-Furnished,Bachelors,Carpet Area,Santacruz West,75000,,Mumbai,Contact Agent
2,780,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Nirmal Lifestyle, LBS Marg",41000,,Mumbai,Contact Agent
4,1300,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Kabra Centroid, Kalina",150000,,Mumbai,Contact Agent
3,1350,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Transcon Triumph, Lokhandwala Complex",150000,,Mumbai,Contact Agent
2,750,2,2,Furnished,Bachelors/Family,Carpet Area,Chembur,53000,,Mumbai,Contact Agent
4,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Adani Western Heights, Andheri West",140000,,Mumbai,Contact Agent
4,2000,5,5,Furnished,Bachelors/Family,Carpet Area,"Raj Grandeur, Hiranandani Gardens",200000,,Mumbai,Contact Agent
2,850,2,2,Furnished,Bachelors/Family,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",65000,,Mumbai,Contact Agent
1,500,1,1,Furnished,Bachelors,Carpet Area,Gulmohar Road,48000,,Mumbai,Contact Agent
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,"7 Bungalow, Seven Bungalows",75000,,Mumbai,Contact Agent
2,750,2,2,Semi-Furnished,Family,Carpet Area,"Takshila CHS, Andheri East",39000,,Mumbai,Contact Agent
3,1100,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Chandivali,70000,,Mumbai,Contact Agent
4,5000,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Juhu,1200000,,Mumbai,Contact Agent
1,596,1,1,Semi-Furnished,Bachelors/Family,Super Area,Kandivali West,25000,,Mumbai,Contact Owner
2,680,2,2,Unfurnished,Bachelors,Carpet Area,"DLH Orchid, Lokhandwala Complex",45000,,Mumbai,Contact Agent
4,1950,4,4,Unfurnished,Bachelors/Family,Carpet Area,"Godrej Serenity Mumbai, Chembur",190000,,Mumbai,Contact Agent
3,1350,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Transcon Triumph, Lokhandwala Complex",140000,,Mumbai,Contact Agent
1,510,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Chakala Cigarette Factory,35000,,Mumbai,Contact Owner
1,500,1,1,Furnished,Bachelors/Family,Carpet Area,"Green Gate Apartment, Pali Hill",60000,,Mumbai,Contact Agent
1,375,1,1,Unfurnished,Bachelors/Family,Super Area,Kanjurmarg East,15000,,Mumbai,Contact Owner
1,500,1,1,Furnished,Family,Carpet Area,Model Town,39000,,Mumbai,Contact Agent
3,1500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Bandra West,190000,,Mumbai,Contact Agent
3,1000,3,3,Furnished,Bachelors/Family,Carpet Area,"Lake Primrose, Powai",84000,,Mumbai,Contact Agent
3,1260,3,3,Unfurnished,Family,Carpet Area,"Alta Monte, Pathanwadi",68000,,Mumbai,Contact Agent
1,475,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Dreams Complex, Bhandup West",26000,,Mumbai,Contact Agent
2,620,2,2,Semi-Furnished,Family,Carpet Area,"NG Royal Park, Kanjurmarg East",42000,,Mumbai,Contact Agent
1,490,1,1,Furnished,Bachelors/Family,Carpet Area,Mukund Nagar,35000,,Mumbai,Contact Agent
2,710,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",44000,,Mumbai,Contact Agent
2,720,2,2,Unfurnished,Bachelors/Family,Carpet Area,Sindhi Society Chembur,60000,,Mumbai,Contact Agent
2,770,2,2,Semi-Furnished,Bachelors,Carpet Area,Goregaon West,45000,,Mumbai,Contact Agent
3,1600,3,3,Semi-Furnished,Bachelors/Family,Super Area,"Chaitanya Towers, Prabhadevi",250000,,Mumbai,Contact Agent
1,500,1,1,Furnished,Bachelors/Family,Carpet Area,Bandra West,65000,,Mumbai,Contact Agent
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Parel,20000,,Mumbai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,"7 Bungalow, Seven Bungalows",75000,,Mumbai,Contact Agent
5,3900,5,5,Furnished,Bachelors/Family,Carpet Area,Altamount Road,500000,,Mumbai,Contact Agent
3,1000,3,3,Semi-Furnished,Family,Carpet Area,Juhu,140000,,Mumbai,Contact Agent
2,660,2,2,Semi-Furnished,Bachelors,Carpet Area,"Wadhwa Atmoshphere, Mulund West",45000,,Mumbai,Contact Agent
1,600,1,1,Semi-Furnished,Bachelors/Family,Super Area,Bhayandar East,9400,,Mumbai,Contact Owner
2,900,2,2,Furnished,Bachelors/Family,Carpet Area,Santacruz West,100000,,Mumbai,Contact Agent
2,750,2,2,Furnished,Bachelors/Family,Carpet Area,"Ganpat Niketan Apartment, Khar West",65000,,Mumbai,Contact Agent
2,1000,2,2,Furnished,Bachelors/Family,Carpet Area,Bandra West,230000,,Mumbai,Contact Agent
3,1500,3,3,Semi-Furnished,Bachelors,Carpet Area,Bandra West,180000,,Mumbai,Contact Agent
2,1200,3,3,Furnished,Bachelors/Family,Carpet Area,Khar West,180000,,Mumbai,Contact Agent
3,1200,3,3,Furnished,Bachelors/Family,Carpet Area,Khar West,120000,,Mumbai,Contact Agent
1,280,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Century Bazaar,20000,,Mumbai,Contact Agent
2,1000,2,2,Furnished,Bachelors,Carpet Area,Khar West,130000,,Mumbai,Contact Agent
3,1800,4,4,Semi-Furnished,Bachelors,Carpet Area,Pali Hill,400000,,Mumbai,Contact Agent
2,694,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Bandra West,75000,,Mumbai,Contact Agent
5,3250,5,5,Unfurnished,Family,Carpet Area,Deonar,350000,,Mumbai,Contact Agent
3,1740,4,4,Furnished,Bachelors/Family,Super Area,Powai,100000,,Mumbai,Contact Owner
2,750,2,2,Furnished,Bachelors/Family,Carpet Area,Chembur,55000,,Mumbai,Contact Agent
3,1000,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",70000,,Mumbai,Contact Agent
1,500,1,1,Furnished,Bachelors/Family,Super Area,Sion,30000,,Mumbai,Contact Owner
4,2000,5,5,Semi-Furnished,Bachelors,Carpet Area,Mehboob Studio,330000,,Mumbai,Contact Agent
1,550,2,2,Furnished,Bachelors/Family,Carpet Area,Bandra West,75000,,Mumbai,Contact Agent
1,270,1,1,Unfurnished,Bachelors,Carpet Area,Poisar,14000,,Mumbai,Contact Owner
3,960,3,3,Semi-Furnished,Family,Carpet Area,7 Bungalows Andheri West,130000,,Mumbai,Contact Agent
3,1200,2,2,Semi-Furnished,Family,Super Area,Kandivali West,40000,,Mumbai,Contact Owner
2,710,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",46000,,Mumbai,Contact Agent
1,472,2,2,Semi-Furnished,Bachelors,Carpet Area,"Marathon Embryo, Bhandup West",27000,,Mumbai,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Bandra West,95000,,Mumbai,Contact Agent
2,800,2,2,Semi-Furnished,Family,Carpet Area,"Kanakia Hollywood, Sai Nagar",94000,,Mumbai,Contact Agent
2,650,2,2,Unfurnished,Bachelors,Carpet Area,"Gaurav Heights, Kandivali West",40000,,Mumbai,Contact Agent
3,1300,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Seven Bungalows,150000,,Mumbai,Contact Agent
2,600,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Gokul Apartment, Evershine Nagar",30000,,Mumbai,Contact Agent
2,750,2,2,Furnished,Bachelors,Carpet Area,Opera House,95000,,Mumbai,Contact Agent
2,890,2,2,Semi-Furnished,Family,Carpet Area,"Lodha The Park, Worli",130000,,Mumbai,Contact Agent
1,421,1,1,Unfurnished,Bachelors/Family,Carpet Area,Borivali East,14000,,Mumbai,Contact Agent
3,1300,3,3,Semi-Furnished,Family,Carpet Area,"L&T Emerald Isle, Powai",100000,,Mumbai,Contact Agent
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Dadar West,35000,,Mumbai,Contact Owner
2,800,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",57000,,Mumbai,Contact Agent
2,650,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Santacruz East,45000,,Mumbai,Contact Owner
1,650,2,2,Furnished,Bachelors/Family,Super Area,Mira Road,11000,,Mumbai,Contact Owner
2,650,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Sheth Montana, Mulund West",50000,,Mumbai,Contact Agent
2,680,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Parinee Adney, Borivali West",35000,,Mumbai,Contact Agent
2,800,2,2,Furnished,Bachelors/Family,Carpet Area,Bandra West,100000,,Mumbai,Contact Agent
3,1250,3,3,Semi-Furnished,Family,Carpet Area,"Adani Western Heights, 4 Bunglows",130000,,Mumbai,Contact Agent
1,475,1,1,Unfurnished,Bachelors/Family,Carpet Area,Shivaji Park,52000,,Mumbai,Contact Agent
2,600,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Gokul Apartment, Evershine Nagar",28000,,Mumbai,Contact Agent
1,450,1,1,Unfurnished,Bachelors/Family,Super Area,"Nem Vihar, Mulund West",18000,,Mumbai,Contact Owner
1,400,1,1,Unfurnished,Bachelors,Super Area,Bhatti Pada,30000,,Mumbai,Contact Owner
3,985,3,3,Unfurnished,Family,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",45000,,Mumbai,Contact Agent
3,1450,3,3,Unfurnished,Bachelors,Carpet Area,Shivaji Park,130000,,Mumbai,Contact Agent
2,650,2,2,Semi-Furnished,Family,Carpet Area,"L&T Emerald Isle, Powai",58000,,Mumbai,Contact Agent
2,805,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Auris Serenity, Kanch Pada",65000,,Mumbai,Contact Agent
1,650,1,1,Semi-Furnished,Bachelors/Family,Super Area,Malad East,24000,,Mumbai,Contact Owner
1,515,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Lodha New Cuffe Parade, Wadala East",54500,,Mumbai,Contact Agent
3,1000,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Chandivali,70000,,Mumbai,Contact Agent
3,1050,3,3,Semi-Furnished,Family,Carpet Area,Chembur,67000,,Mumbai,Contact Agent
2,777,2,2,Furnished,Bachelors/Family,Carpet Area,"Hiranandani Castle Rock, Powai",75000,,Mumbai,Contact Agent
2,831,2,2,Unfurnished,Family,Carpet Area,"Kaustubh Platinum, Datta Pada",45000,,Mumbai,Contact Agent
3,1233,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Auris Serenity, Kanch Pada",98000,,Mumbai,Contact Agent
1,250,1,1,Unfurnished,Bachelors/Family,Carpet Area,Charkop,16000,,Mumbai,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors,Carpet Area,"Oberoi Springs, Andheri West",95000,,Mumbai,Contact Agent
2,753,2,2,Unfurnished,Bachelors/Family,Carpet Area,"Omkar Ananta, Film City Road",40000,,Mumbai,Contact Agent
3,1800,3,3,Furnished,Bachelors,Carpet Area,Bandra West,300000,,Mumbai,Contact Agent
2,670,2,2,Unfurnished,Bachelors,Carpet Area,Matunga East,80000,,Mumbai,Contact Agent
4,2800,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,"Omkar 1973, Worli",380000,,Mumbai,Contact Agent
3,1197,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Aristo Pearl Residency, Prabhadevi",160000,,Mumbai,Contact Agent
2,880,2,2,Unfurnished,Bachelors,Carpet Area,orchid suburbia,44000,,Mumbai,Contact Owner
2,1000,2,2,Furnished,Bachelors/Family,Carpet Area,Union Park,200000,,Mumbai,Contact Agent
2,935,2,2,Semi-Furnished,Bachelors/Family,Super Area,Andheri West,65000,,Mumbai,Contact Owner
2,751,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Raj Legacy, Vikhroli West",50000,,Mumbai,Contact Agent
1,200,1,1,Unfurnished,Bachelors/Family,Super Area,"Sonal Apartment, Bhandari Compound",6000,,Mumbai,Contact Owner
4,2500,6,6,Semi-Furnished,Bachelors/Family,Carpet Area,"Island City Centre, Dadar East",280000,,Mumbai,Contact Agent
1,500,1,1,Furnished,Family,Carpet Area,"Sundar Nagar, Kalina",46000,,Mumbai,Contact Agent
1,430,1,1,Furnished,Bachelors/Family,Carpet Area,"Conwood Astoria, Film City Road",35000,,Mumbai,Contact Agent
3,1088,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Sunteck City Avenue 1, Goregaon West",75000,,Mumbai,Contact Agent
1,330,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Andheri West,20000,,Mumbai,Contact Owner
1,400,1,1,Unfurnished,Bachelors/Family,Carpet Area,shanti kutir tunga village powai,25000,,Mumbai,Contact Owner
3,1200,3,3,Furnished,Bachelors/Family,Carpet Area,"Salvation CHS, Dadar West",110000,,Mumbai,Contact Agent
2,700,2,2,Unfurnished,Bachelors/Family,Carpet Area,Borivali West,29500,,Mumbai,Contact Agent
3,1000,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Mahindra Splendour, Bhandup West",53000,,Mumbai,Contact Agent
2,750,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",85000,,Mumbai,Contact Agent
1,450,2,2,Unfurnished,Bachelors,Carpet Area,Goregaon West,26000,,Mumbai,Contact Agent
1,640,2,2,Furnished,Bachelors/Family,Super Area,Bhandup West,33000,,Mumbai,Contact Owner
3,1190,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"L Nagpal Ruby, Turner Road",180000,,Mumbai,Contact Agent
3,850,3,3,Unfurnished,Bachelors,Super Area,Chembur,70000,,Mumbai,Contact Agent
1,330,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Jankalyan Nagar,17000,,Mumbai,Contact Agent
2,685,2,2,Semi-Furnished,Bachelors,Carpet Area,Mulund West,37000,,Mumbai,Contact Agent
1,400,2,2,Unfurnished,Bachelors,Carpet Area,Goregaon West,27000,,Mumbai,Contact Agent
1,500,2,2,Furnished,Bachelors/Family,Carpet Area,"Mayfair Sonata Greens, Park Site Colony",35500,,Mumbai,Contact Agent
1,550,1,1,Unfurnished,Bachelors,Carpet Area,Mulund West,24000,,Mumbai,Contact Agent
4,2500,4,4,Unfurnished,Bachelors/Family,Carpet Area,Juhu,250000,,Mumbai,Contact Agent
3,1100,3,3,Furnished,Family,Carpet Area,JVPD Scheme,180000,,Mumbai,Contact Agent
2,650,2,2,Unfurnished,Family,Carpet Area,"Swayam Apartment, Poonam Gardens",18500,,Mumbai,Contact Agent
3,1400,3,3,Furnished,Bachelors/Family,Carpet Area,"Hill Road, Bandra West",200000,,Mumbai,Contact Agent
2,1050,2,2,Furnished,Bachelors/Family,Carpet Area,"Godrej Prime, Chembur",70000,,Mumbai,Contact Agent
3,850,3,3,Unfurnished,Bachelors,Carpet Area,Goregaon West,55000,,Mumbai,Contact Agent
1,550,1,1,Unfurnished,Bachelors,Carpet Area,Ghatkopar West,24000,,Mumbai,Contact Agent
2,750,2,2,Furnished,Bachelors/Family,Carpet Area,Chandivali,55000,,Mumbai,Contact Agent
